scene_id,symbol,contract,timeframe,timestamp,engine_version,engine_direction,candidate_id,entry,stop,target,RR,manipulation_summary,sweep_information,mss_state,displacement_summary,fvg_summary,dealing_range,ce_location,premium_discount_state,pd_location,ce_distance,rr_realism,confirmation,fvg_location,execution_reasons,decision,engine,wrong_manipulation,wrong_sweep,wrong_mss,wrong_fvg,wrong_dealing_range_context,bad_location,insufficient_confirmation,execute_live,reason_for_pass,confidence,note
MNQ:MNQZ23:1H:2023-10-04T09:00:00-04:00,MNQ,MNQZ23,1H,2023-10-04T09:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG1488U@15m,14691.25,14639.75,15031.00,6.60,bullish sweep of 14651.50,raid→14639.75 close 14656.75 (pool 14651.50),confirmed bullish @ 14734.00,bullish net 51.00 / 1 bars (exhausted),bullish touched 14688.00–14694.50 CE 14691.25 [15m],1H 14589.25–14734.00 (down),14661.62,premium,0.0000,0.5907,1.0000,0.8649,0.7098,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQU21:1H:2021-08-10T11:00:00-04:00,MNQ,MNQU21,1H,2021-08-10T11:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG4237D@15m,15109.12,15150.25,14848.75,6.33,bearish sweep of 15148.00,raid→15150.25 close 15144.25 (pool 15148.00),confirmed bearish @ 15092.75,bearish net 155.50 / 4 bars,bearish unfilled 15097.00–15121.25 CE 15109.12 [15m],1H 15092.75–15148.00 (up),15120.38,discount,0.0000,0.5928,1.0000,0.6826,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESM23:1H:2023-05-11T10:00:00-04:00,MES,MESM23,1H,2023-05-11T10:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG235D,4160.38,4168.00,4112.25,6.31,bearish sweep of 4165.00,raid→4168.00 close 4164.00 (pool 4165.00),confirmed bearish @ 4156.75,bearish net 46.50 / 7 bars,bearish touched 4159.50–4161.25 CE 4160.38 [1H],1H 4156.75–4168.50 (up),4162.62,discount,0.0000,0.6170,1.0000,0.8500,0.5221,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESU22:1H:2022-09-08T04:00:00-04:00,MES,MESU22,1H,2022-09-08T04:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG238D,3982.12,3996.00,3896.25,6.19,bearish sweep of 3988.75,raid→3996.00 close 3986.00 (pool 3988.75),confirmed bearish @ 3975.75,bearish net 26.25 / 2 bars,bearish unfilled 3980.75–3983.50 CE 3982.12 [1H],1H 3975.75–3996.00 (up),3985.88,discount,0.0000,0.6296,1.0000,0.8500,0.8284,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESZ22:1H:2022-11-14T06:00:00-05:00,MES,MESZ22,1H,2022-11-14T06:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG237D,3986.62,3996.50,3948.00,3.91,bearish sweep of 3995.75,raid→3996.50 close 3992.50 (pool 3995.75),confirmed bearish @ 3982.00,bearish net 19.50 / 2 bars (exhausted),bearish touched 3986.50–3986.75 CE 3986.62 [1H],1H 3982.00–3996.50 (up),3989.25,discount,0.0000,0.6379,1.0000,0.8414,0.6545,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESZ23:1H:2023-11-09T13:00:00-05:00,MES,MESZ23,1H,2023-11-09T13:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG4446D@15m,4394.12,4398.50,4375.00,4.37,bearish sweep of 4398.25,raid→4398.50 close 4395.50 (pool 4398.25),confirmed bearish @ 4390.00,bearish net 3.75 / 1 bars (exhausted),bearish unfilled 4391.25–4397.00 CE 4394.12 [15m],1H 4385.25–4413.00 (down),4399.12,discount,0.0000,0.6396,1.0000,0.8072,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQH22:1H:2022-01-31T12:00:00-05:00,MNQ,MNQH22,1H,2022-01-31T12:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG3604U@15m,14500.12,14399.50,14858.50,3.56,bullish sweep of 14424.50,raid→14399.50 close 14452.75 (pool 14424.50),confirmed bullish @ 14548.00,bullish net 385.00 / 5 bars,bullish unfilled 14488.50–14511.75 CE 14500.12 [15m],1H 14399.50–14548.00 (down),14473.75,premium,0.0000,0.6448,1.0000,0.7847,0.7869,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESU19:1H:2019-08-27T08:00:00-04:00,MES,MESU19,1H,2019-08-27T08:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG5082U@15m,2875.12,2872.75,2936.75,25.95,bullish sweep of 2875.25,raid→2872.75 close 2877.00 (pool 2875.25),confirmed bullish @ 2887.25,bullish net 14.25 / 3 bars (exhausted),bullish unfilled 2874.25–2876.00 CE 2875.12 [15m],1H 2869.25–2887.25 (down),2878.25,discount,0.3472,0.6528,0.2521,0.9111,0.9056,RR realism poor — likely inflated by a distant liquidity target (rr_realism=0.2521) | weak location — entry on the wrong premium/discount side (pd_location=0.3472),,,,,,,,,,,,,
MNQ:MNQM23:1H:2023-05-08T13:00:00-04:00,MNQ,MNQM23,1H,2023-05-08T13:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG237U,13302.12,13287.75,13358.75,3.94,bullish sweep of 13294.25,raid→13287.75 close 13294.75 (pool 13294.25),confirmed bullish @ 13326.00,bullish net 67.00 / 5 bars,bullish unfilled 13297.00–13307.25 CE 13302.12 [1H],1H 13254.50–13326.00 (down),13290.25,premium,0.0000,0.6678,1.0000,0.7227,0.8133,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQM23:1H:2023-04-13T12:00:00-04:00,MNQ,MNQM23,1H,2023-04-13T12:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG2573U@15m,12997.25,12957.25,13241.00,6.09,bullish sweep of 12962.25,raid→12957.25 close 13025.00 (pool 12962.25),confirmed bullish @ 13018.00,bullish net 201.25 / 4 bars,bullish unfilled 12987.25–13007.25 CE 12997.25 [15m],1H 12957.25–13018.00 (down),12987.62,premium,0.0000,0.6831,1.0000,0.7158,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQZ19:1H:2019-10-04T15:00:00-04:00,MNQ,MNQZ19,1H,2019-10-04T15:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG232U,7661.50,7637.75,7841.50,7.58,bullish sweep of 7638.25,raid→7637.75 close 7653.75 (pool 7638.25),confirmed bullish @ 7685.25,bullish net 107.75 / 8 bars (exhausted),bullish unfilled 7643.50–7679.50 CE 7661.50 [1H],1H 7616.25–7685.25 (down),7650.75,premium,0.0000,0.6884,1.0000,0.8058,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESU24:1H:2024-08-15T12:00:00-04:00,MES,MESU24,1H,2024-08-15T12:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG4392U@15m,5485.00,5471.75,5601.00,8.75,bullish sweep of 5472.50,raid→5471.75 close 5489.25 (pool 5472.50),confirmed bullish @ 5492.00,bullish net 93.50 / 5 bars,bullish touched 5482.50–5487.50 CE 5485.00 [15m],1H 5471.75–5492.00 (down),5481.88,premium,0.0000,0.6914,0.9688,0.6796,0.4200,weak location — entry on the wrong premium/discount side (pd_location=0.0) | low-quality entry FVG (fvg_location=0.42),,,,,,,,,,,,,
MNQ:MNQU21:1H:2021-08-04T15:00:00-04:00,MNQ,MNQU21,1H,2021-08-04T15:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG3875U@15m,15043.88,15016.50,15131.50,3.20,bullish sweep of 15021.25,raid→15016.50 close 15029.50 (pool 15021.25),confirmed bullish @ 15073.50,bullish net 52.75 / 1 bars (exhausted),bullish unfilled 15043.00–15044.75 CE 15043.88 [15m],1H 14996.75–15069.25 (down),15033.00,premium,0.0000,0.7000,1.0000,0.8524,0.9483,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQM24:1H:2024-05-31T08:00:00-04:00,MNQ,MNQM24,1H,2024-05-31T08:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG5436U@15m,18542.12,18485.00,18729.00,3.27,bullish sweep of 18513.00,raid→18485.00 close 18521.50 (pool 18513.00),confirmed bullish @ 18573.00,bullish net 183.00 / 2 bars,bullish unfilled 18539.00–18545.25 CE 18542.12 [15m],1H 18485.00–18573.00 (down),18529.00,premium,0.0000,0.7017,1.0000,0.8500,0.9580,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQZ24:1H:2024-10-15T11:00:00-04:00,MNQ,MNQZ24,1H,2024-10-15T11:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG2426D@15m,20597.00,20659.25,20313.25,4.56,bearish sweep of 20637.50,raid→20659.25 close 20629.50 (pool 20637.50),confirmed bearish @ 20563.00,bearish net 327.75 / 1 bars (exhausted),bearish unfilled 20586.00–20608.00 CE 20597.00 [15m],1H 20563.00–20659.25 (up),20611.12,discount,0.0000,0.7065,1.0000,0.9808,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESU20:1H:2020-07-01T13:00:00-04:00,MES,MESU20,1H,2020-07-01T13:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG234U,3082.62,3070.00,3128.25,3.61,bullish sweep of 3073.00,raid→3070.00 close 3073.25 (pool 3073.00),confirmed bullish @ 3093.50,bullish net 41.75 / 4 bars (exhausted),bullish unfilled 3073.50–3091.75 CE 3082.62 [1H],1H 3062.75–3093.50 (down),3078.12,premium,0.0000,0.7073,1.0000,0.8780,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQM20:1H:2020-06-09T07:00:00-04:00,MNQ,MNQM20,1H,2020-06-09T07:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG235D,9876.25,9907.25,9746.75,4.18,bearish sweep of 9901.00,raid→9907.25 close 9898.25 (pool 9901.00),confirmed bearish @ 9859.00,bearish net 94.25 / 3 bars (exhausted),bearish unfilled 9868.00–9884.50 CE 9876.25 [1H],1H 9859.00–9907.25 (up),9883.12,discount,0.0000,0.7150,1.0000,0.9036,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESM23:1H:2023-06-05T15:00:00-04:00,MES,MESM23,1H,2023-06-05T15:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG5554D@15m,4298.50,4301.50,4219.25,26.42,bearish sweep of 4297.75,raid→4301.50 close 4292.25 (pool 4297.75),confirmed bearish @ 4281.50,bearish net 15.75 / 1 bars (exhausted),bearish unfilled 4295.00–4302.00 CE 4298.50 [15m],1H 4285.75–4305.75 (up),4295.75,premium,0.2750,0.7250,0.2325,0.9500,0.7000,RR realism poor — likely inflated by a distant liquidity target (rr_realism=0.2325) | weak location — entry on the wrong premium/discount side (pd_location=0.275),,,,,,,,,,,,,
MES:MESZ19:1H:2019-10-04T07:00:00-04:00,MES,MESZ19,1H,2019-10-04T07:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG234D,2910.12,2918.25,2855.00,6.78,bearish sweep of 2913.00,raid→2918.25 close 2912.50 (pool 2913.00),confirmed bearish @ 2905.25,bearish net 20.25 / 5 bars (exhausted),bearish unfilled 2910.00–2910.25 CE 2910.12 [1H],1H 2905.25–2918.25 (up),2911.75,discount,0.0000,0.7500,1.0000,1.0000,0.9385,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
